ID ligne,ID commande,Année de la commande,Mois de la commande,Jour de la commande,Année de la livraison,Mois de la livraison,Jour de la livraison,Mode d'expédition,ID client,Nom du client,Segment,Ville,État/Province,Pays\Région,Région de vente,ID produit,Catégorie,Sous-catégorie,Remise,Produit,Montant des ventes,Quantité,Profit
774,MX-2016-124443,2016,3,31,2016,4,6,Tarif normal,NJ-19420,Nilo Jaime,Entreprise,Ciudad de México,Distrito Federal,Mexique,LATAM - Nord,OFF-LA-10003827,Fournitures de bureau,Étiquettes,0,"Avery Color Coded Labels, 5000 Label Set",1147.2,6,297.6
775,SV-2018-168480,2018,6,23,2018,6,28,Tarif normal,EL-14350,Eva Lara,Grand public,San Salvador,San Salvador,Le Salvador,LATAM - Centre,OFF-PA-10002338,Fournitures de bureau,Papier,0,"Green Bar Parchment Paper, Recycled",8066.8,7,3388
776,MX-2018-143322,2018,8,26,2018,8,28,Prioritaire,RM-20485,Rodolfo Molina,Bureau à domicile,Hermosillo,Sonora,Mexique,LATAM - Nord,OFF-AR-10001626,Fournitures de bureau,Art,0,"BIC Pens, Blue",2349,5,493
777,NI-2017-101805,2017,10,10,2017,10,15,Tarif normal,ÁC-10915,Ángel Chávez,Grand public,Managua,Managua,Nicaragua,LATAM - Centre,OFF-LA-10004709,Fournitures de bureau,Étiquettes,0,"Avery Round Labels, Laser Printer Compatible",7731.2,8,2163.2
778,DO-2017-156538,2017,1,9,2017,1,11,J+2,HC-15985,Humberto Cepeda,Grand public,Santo Domingo,Santo Domingo,République dominicaine,LATAM - Caraïbes,OFF-FA-10001577,Fournitures de bureau,Éléments de fixation,0.2,"Stockwell Staples, Bulk Pack",794.4,5,128.4
779,BR-2016-134243,2016,11,5,2016,11,9,Tarif normal,LG-17920,Leonor Gómez,Grand public,Duque de Caxias,Río de Janeiro,Brésil,LATAM - Sud,OFF-PA-10003105,Fournitures de bureau,Papier,0,"SanDisk Parchment Paper, Premium",1982,2,436
780,BR-2016-134243,2016,11,5,2016,11,9,Tarif normal,LG-17920,Leonor Gómez,Grand public,Duque de Caxias,Río de Janeiro,Brésil,LATAM - Sud,TEC-AC-10000254,Produits technologiques,Accessoires,0,"Belkin Keyboard, Programmable",4891.2,8,537.6
781,MX-2018-168900,2018,8,12,2018,8,16,Tarif normal,FV-14860,Flavio Vergara,Entreprise,Guadalajara,Jalisco,Mexique,LATAM - Nord,OFF-FA-10002071,Fournitures de bureau,Éléments de fixation,0,"Accos Thumb Tacks, Assorted Sizes",152,2,19.6
782,MX-2017-127628,2017,10,12,2017,10,15,Prioritaire,AB-11185,Antonia Baeza,Entreprise,Ciudad de México,Distrito Federal,Mexique,LATAM - Nord,TEC-PH-10001574,Produits technologiques,Téléphones,0,"Nokia Audio Dock, Cordless",3419.4,3,546.6
783,BR-2017-125766,2017,5,31,2017,6,5,Tarif normal,OL-19645,Olga Laureano,Entreprise,Santarém,Pará,Brésil,LATAM - Sud,OFF-BI-10000542,Fournitures de bureau,Classeurs,0,"Wilson Jones 3-Hole Punch, Durable",440.8,4,158.4
784,DO-2018-107524,2018,10,7,2018,10,12,Tarif normal,NL-19300,Nelson Limón,Grand public,Santiago de los Caballeros,Santiago,République dominicaine,LATAM - Caraïbes,TEC-MA-10004408,Produits technologiques,Machines,0.202,"Konica Inkjet, Durable",5093.63,5,-587.366
785,DO-2018-107524,2018,10,7,2018,10,12,Tarif normal,NL-19300,Nelson Limón,Grand public,Santiago de los Caballeros,Santiago,République dominicaine,LATAM - Caraïbes,OFF-ST-10000648,Fournitures de bureau,Stockage,0.7,"Eldon File Cart, Industrial",6923.28,7,-13155.52
786,DO-2018-107524,2018,10,7,2018,10,12,Tarif normal,NL-19300,Nelson Limón,Grand public,Santiago de los Caballeros,Santiago,République dominicaine,LATAM - Caraïbes,TEC-CO-10002583,Produits technologiques,Photocopieurs,0.2,"Canon Fax and Copier, Color",1550.08,4,-193.92
787,GT-2018-126599,2018,11,23,2018,11,27,J+2,VA-21445,Valentina Acuna,Entreprise,Mixco,Guatemala,Guatemala,LATAM - Centre,FUR-BO-10003559,Mobilier,Bibliothèques,0,"Sauder Stackable Bookrack, Pine",110.4,1,18.6
788,GT-2018-126599,2018,11,23,2018,11,27,J+2,VA-21445,Valentina Acuna,Entreprise,Mixco,Guatemala,Guatemala,LATAM - Centre,OFF-PA-10000393,Fournitures de bureau,Papier,0,"Xerox Memo Slips, 8.5 x 11",4845.2,2,581.2
789,BO-2017-114258,2017,6,12,2017,6,14,Prioritaire,NM-19390,Nidia Mena,Grand public,Potosí,Potosí,Bolivie,LATAM - Sud,OFF-AR-10001269,Fournitures de bureau,Art,0,"BIC Markers, Water Color",113.2,2,26.8
790,BO-2017-114258,2017,6,12,2017,6,14,Prioritaire,NM-19390,Nidia Mena,Grand public,Potosí,Potosí,Bolivie,LATAM - Sud,OFF-AR-10001176,Fournitures de bureau,Art,0,"Sanford Pens, Water Color",1405.6,7,112
791,BO-2017-114258,2017,6,12,2017,6,14,Prioritaire,NM-19390,Nidia Mena,Grand public,Potosí,Potosí,Bolivie,LATAM - Sud,OFF-EN-10003936,Fournitures de bureau,Enveloppes,0,"Cameo Peel and Seal, with clear poly window",490.8,3,122.4
792,BO-2017-114258,2017,6,12,2017,6,14,Prioritaire,NM-19390,Nidia Mena,Grand public,Potosí,Potosí,Bolivie,LATAM - Sud,OFF-PA-10003994,Fournitures de bureau,Papier,0,"Eaton Note Cards, Premium",4878.8,2,975.6
793,BO-2017-114258,2017,6,12,2017,6,14,Prioritaire,NM-19390,Nidia Mena,Grand public,Potosí,Potosí,Bolivie,LATAM - Sud,TEC-PH-10000494,Produits technologiques,Téléphones,0,"Apple Speaker Phone, Cordless",4097,5,1065
794,MX-2016-100034,2016,9,5,2016,9,8,J+2,CM-12790,Cruz Muñoz,Bureau à domicile,Apodaca,Nuevo León,Mexique,LATAM - Nord,OFF-AP-10002698,Fournitures de bureau,Électroménager,0,"Cuisinart Microwave, Black",752.8,4,60
795,AR-2017-162068,2017,1,6,2017,1,10,Tarif normal,SA-20920,Sofía Alba,Grand public,Avellaneda,Santa Fe,Argentine,LATAM - Sud,OFF-SU-10001125,Fournitures de bureau,Fournitures,0.4,"Stiletto Letter Opener, High Speed",1013.76,3,-270.84
796,AR-2017-162068,2017,1,6,2017,1,10,Tarif normal,SA-20920,Sofía Alba,Grand public,Avellaneda,Santa Fe,Argentine,LATAM - Sud,OFF-EN-10000352,Fournitures de bureau,Enveloppes,0.4,"GlobeWeis Peel and Seal, Recycled",314.28,3,-193.92
797,MX-2015-137673,2015,7,8,2015,7,10,Prioritaire,OG-19615,Oliver Galindo,Grand public,Los Mochis,Sinaloa,Mexique,LATAM - Nord,OFF-ST-10003018,Fournitures de bureau,Stockage,0.4,"Smead File Cart, Industrial",241.56,3,-145.44
798,MX-2015-137673,2015,7,8,2015,7,10,Prioritaire,OG-19615,Oliver Galindo,Grand public,Los Mochis,Sinaloa,Mexique,LATAM - Nord,OFF-BI-10000341,Fournitures de bureau,Classeurs,0,"Ibico Binding Machine, Recycled",596.4,6,291.6
799,SV-2017-100923,2017,10,16,2017,10,22,Tarif normal,HB-15820,Hernando Baeza,Grand public,Cuscatancingo,San Salvador,Le Salvador,LATAM - Centre,OFF-SU-10004980,Fournitures de bureau,Fournitures,0,"Acme Trimmer, Steel",1176,2,470.4
800,SV-2017-100923,2017,10,16,2017,10,22,Tarif normal,HB-15820,Hernando Baeza,Grand public,Cuscatancingo,San Salvador,Le Salvador,LATAM - Centre,TEC-PH-10004583,Produits technologiques,Téléphones,0,"Motorola Smart Phone, Cordless",4929.6,6,837.6
801,SV-2017-100923,2017,10,16,2017,10,22,Tarif normal,HB-15820,Hernando Baeza,Grand public,Cuscatancingo,San Salvador,Le Salvador,LATAM - Centre,FUR-BO-10001405,Mobilier,Bibliothèques,0,"Bush Stackable Bookrack, Pine",5541.6,4,110.4
802,SV-2017-100923,2017,10,16,2017,10,22,Tarif normal,HB-15820,Hernando Baeza,Grand public,Cuscatancingo,San Salvador,Le Salvador,LATAM - Centre,OFF-AP-10004756,Fournitures de bureau,Électroménager,0,"Hamilton Beach Toaster, Red",78.8,2,15.6
803,SV-2017-100923,2017,10,16,2017,10,22,Tarif normal,HB-15820,Hernando Baeza,Grand public,Cuscatancingo,San Salvador,Le Salvador,LATAM - Centre,OFF-AR-10000475,Fournitures de bureau,Art,0,"Sanford Canvas, Blue",587.4,3,164.4
804,NI-2017-103667,2017,6,4,2017,6,9,J+2,LV-18145,Lidia Villaseñor,Grand public,Managua,Managua,Nicaragua,LATAM - Centre,OFF-EN-10003381,Fournitures de bureau,Enveloppes,0,"Cameo Manila Envelope, Security-Tint",98.4,1,39.2
805,NI-2017-103667,2017,6,4,2017,6,9,J+2,LV-18145,Lidia Villaseñor,Grand public,Managua,Managua,Nicaragua,LATAM - Centre,OFF-LA-10001265,Fournitures de bureau,Étiquettes,0,"Hon File Folder Labels, Alphabetical",1231.2,4,541.6
806,SV-2017-145891,2017,9,22,2017,9,26,Tarif normal,VC-21715,Violeta Cruz,Bureau à domicile,Antiguo Cuscatlán,La Libertad,Le Salvador,LATAM - Centre,FUR-BO-10001436,Mobilier,Bibliothèques,0,"Bush Corner Shelving, Traditional",1129.2,3,124.2
807,CU-2016-166968,2016,10,9,2016,10,16,Tarif normal,AA-10165,Adán Atencio,Grand public,Las Tunas,Las Tunas,Cuba,LATAM - Caraïbes,OFF-LA-10001170,Fournitures de bureau,Étiquettes,0,"Harbour Creations Color Coded Labels, 5000 Label Set",616,2,227.6
808,CO-2017-169593,2017,10,15,2017,10,20,J+2,GC-15520,Gregorio Cuéllar,Grand public,Malambo,Atlántico,Colombie,LATAM - Sud,OFF-ST-10003132,Fournitures de bureau,Stockage,0,"Fellowes Box, Blue",3101.6,4,185.6
809,BR-2017-133459,2017,9,5,2017,9,9,Tarif normal,CV-12475,Cristina Vergara,Grand public,Maceió,Alagoas,Brésil,LATAM - Sud,OFF-FA-10000256,Fournitures de bureau,Éléments de fixation,0,"Advantus Clamps, Bulk Pack",540,3,37.8
810,SV-2017-162908,2017,12,5,2017,12,9,Tarif normal,HM-15745,Humberto Montalvo,Grand public,Soyapango,San Salvador,Le Salvador,LATAM - Centre,OFF-BI-10003724,Fournitures de bureau,Classeurs,0,"Cardinal Index Tab, Economy",1523.2,7,365.4
811,SV-2017-162908,2017,12,5,2017,12,9,Tarif normal,HM-15745,Humberto Montalvo,Grand public,Soyapango,San Salvador,Le Salvador,LATAM - Centre,OFF-BI-10001723,Fournitures de bureau,Classeurs,0,"Avery Binder, Clear",141.2,2,12.4
812,SV-2017-162908,2017,12,5,2017,12,9,Tarif normal,HM-15745,Humberto Montalvo,Grand public,Soyapango,San Salvador,Le Salvador,LATAM - Centre,OFF-PA-10001650,Fournitures de bureau,Papier,0,"Xerox Message Books, Premium",8763,3,3592.8
813,UY-2015-125227,2015,11,9,2015,11,13,Tarif normal,EB-14245,Eugenia Burgos,Bureau à domicile,Montevideo,Montevideo,Uruguay,LATAM - Sud,OFF-ST-10004020,Fournitures de bureau,Stockage,0,"Tenex Lockers, Single Width",612.8,2,61.2
814,BR-2016-115210,2016,11,20,2016,11,26,Tarif normal,GT-15220,Gregoria Tristán,Entreprise,Maringá,Paraná,Brésil,LATAM - Sud,OFF-SU-10001409,Fournitures de bureau,Fournitures,0,"Stiletto Scissors, Serrated",1384.8,4,553.6
815,VE-2016-116925,2016,12,29,2017,1,3,Tarif normal,TJ-21265,Tito Jáquez,Entreprise,Valencia,Carabobo,Venezuela,LATAM - Sud,OFF-SU-10000102,Fournitures de bureau,Fournitures,0.4,"Stiletto Box Cutter, Easy Grip",947.04,4,-316.16
816,VE-2016-116925,2016,12,29,2017,1,3,Tarif normal,TJ-21265,Tito Jáquez,Entreprise,Valencia,Carabobo,Venezuela,LATAM - Sud,OFF-FA-10004657,Fournitures de bureau,Éléments de fixation,0.4,"Stockwell Thumb Tacks, Metal",351.84,2,-0.16
818,VE-2016-116925,2016,12,29,2017,1,3,Tarif normal,TJ-21265,Tito Jáquez,Entreprise,Valencia,Carabobo,Venezuela,LATAM - Sud,FUR-CH-10003114,Mobilier,Chaises,0.4,"Harbour Creations Swivel Stool, Red",789.96,1,-474.04
819,VE-2016-116925,2016,12,29,2017,1,3,Tarif normal,TJ-21265,Tito Jáquez,Entreprise,Valencia,Carabobo,Venezuela,LATAM - Sud,FUR-BO-10003904,Mobilier,Bibliothèques,0.4,"Ikea Corner Shelving, Traditional",4877.28,6,-2845.92
820,CU-2017-152933,2017,3,22,2017,3,26,Tarif normal,VC-21565,Vanesa Cepeda,Entreprise,Matanzas,Matanzas,Cuba,LATAM - Caraïbes,FUR-CH-10000807,Mobilier,Chaises,0,"Hon Rocking Chair, Adjustable",1305.6,4,626.4
821,MX-2016-110247,2016,7,24,2016,7,26,Prioritaire,DC-13405,Dora Cintas,Grand public,Puebla,Puebla,Mexique,LATAM - Nord,OFF-AR-10001777,Fournitures de bureau,Art,0,"Binney & Smith Sketch Pad, Water Color",3220,5,837
822,HN-2017-110401,2017,5,25,2017,5,30,Tarif normal,HC-15865,Higinia Concepción,Grand public,Tegucigalpa,Francisco Morazán,Honduras,LATAM - Centre,TEC-AC-10003577,Produits technologiques,Accessoires,0.4,"Memorex Router, USB",326.76,1,-81.84
823,MX-2016-122294,2016,12,3,2016,12,7,Tarif normal,ER-14305,Enric Ruiz,Grand public,San Pablo de las Salinas,Mexique,Mexique,LATAM - Nord,FUR-CH-10003249,Mobilier,Chaises,0,"Novimex Chairmat, Adjustable",403.8,3,31.8
824,HN-2018-102729,2018,6,19,2018,6,23,Tarif normal,CO-12490,Carmelo Ortega,Entreprise,La Ceiba,Atlántida,Honduras,LATAM - Centre,OFF-BI-10004448,Fournitures de bureau,Classeurs,0.4,"Ibico Binder, Clear",121.2,2,-60.8
825,HN-2018-102729,2018,6,19,2018,6,23,Tarif normal,CO-12490,Carmelo Ortega,Entreprise,La Ceiba,Atlántida,Honduras,LATAM - Centre,TEC-PH-10002076,Produits technologiques,Téléphones,0.4,"Samsung Audio Dock, Full Size",5221.44,2,-522.16
826,BR-2016-152310,2016,12,6,2016,12,11,Tarif normal,LV-17770,Lara Varela,Grand public,Fortaleza,Ceará,Brésil,LATAM - Sud,OFF-AR-10000124,Fournitures de bureau,Art,0,"Binney & Smith Highlighters, Fluorescent",484,10,222
827,HT-2017-139283,2017,10,4,2017,10,8,J+2,CC-13045,Crístofer Cabrera,Entreprise,Carrefour,Ouest,Haïti,LATAM - Caraïbes,FUR-BO-10004947,Mobilier,Bibliothèques,0.4,"Safco Stackable Bookrack, Pine",6303.36,8,-631.04
828,HT-2017-139283,2017,10,4,2017,10,8,J+2,CC-13045,Crístofer Cabrera,Entreprise,Carrefour,Ouest,Haïti,LATAM - Caraïbes,OFF-LA-10000508,Fournitures de bureau,Étiquettes,0.4,"Harbour Creations Round Labels, 5000 Label Set",631.68,7,-243.32
829,HT-2017-139283,2017,10,4,2017,10,8,J+2,CC-13045,Crístofer Cabrera,Entreprise,Carrefour,Ouest,Haïti,LATAM - Caraïbes,OFF-SU-10004446,Fournitures de bureau,Fournitures,0.4,"Acme Scissors, Steel",253.56,1,42.16
830,GT-2016-129021,2016,12,11,2016,12,17,Tarif normal,FG-15010,Faustina Garrido,Entreprise,Escuintla,Escuintla,Guatemala,LATAM - Centre,FUR-TA-10000403,Mobilier,Tables,0,"Barricks Wood Table, Adjustable Height",821.6,4,279.2
831,NI-2018-135272,2018,11,6,2018,11,10,Tarif normal,SM-20890,Saúl Mendoza,Entreprise,Managua,Managua,Nicaragua,LATAM - Centre,FUR-CH-10003440,Mobilier,Chaises,0,"Harbour Creations Steel Folding Chair, Set of Two",321.2,2,157.2
832,HN-2018-164105,2018,11,25,2018,11,28,Prioritaire,KV-17335,Kevin Vera,Bureau à domicile,Tegucigalpa,Francisco Morazán,Honduras,LATAM - Centre,OFF-LA-10004727,Fournitures de bureau,Étiquettes,0.4,"Hon File Folder Labels, Laser Printer Compatible",7275,5,1212
833,PA-2017-116988,2017,10,30,2017,11,6,Tarif normal,ÁM-10765,Álvaro Muñoz,Bureau à domicile,Arraiján,Panamá,Panama,LATAM - Centre,FUR-FU-10002937,Mobilier,Meubles,0.4,"Rubbermaid Light Bulb, Durable",266.4,3,-88.8
834,BR-2016-143469,2016,10,25,2016,10,29,Tarif normal,DC-13480,Débora Ceja,Bureau à domicile,Santos,São Paulo,Brésil,LATAM - Sud,OFF-ST-10003153,Fournitures de bureau,Stockage,0,"Tenex File Cart, Single Width",1402,5,70
835,BR-2016-143469,2016,10,25,2016,10,29,Tarif normal,DC-13480,Débora Ceja,Bureau à domicile,Santos,São Paulo,Brésil,LATAM - Sud,OFF-BI-10002570,Fournitures de bureau,Classeurs,0,"Acco Binder Covers, Clear",198.6,1,25.8
836,MX-2015-109155,2015,12,24,2015,12,29,Tarif normal,LC-17440,Lara Cantú,Entreprise,Ciudad Juárez,Chihuahua,Mexique,LATAM - Nord,OFF-BI-10004054,Fournitures de bureau,Classeurs,0,"Cardinal Hole Reinforcements, Economy",226.4,2,54
837,MX-2015-109155,2015,12,24,2015,12,29,Tarif normal,LC-17440,Lara Cantú,Entreprise,Ciudad Juárez,Chihuahua,Mexique,LATAM - Nord,OFF-AR-10000307,Fournitures de bureau,Art,0,"Binney & Smith Markers, Easy-Erase",1002.6,3,420.6
838,MX-2015-109155,2015,12,24,2015,12,29,Tarif normal,LC-17440,Lara Cantú,Entreprise,Ciudad Juárez,Chihuahua,Mexique,LATAM - Nord,OFF-AR-10003651,Fournitures de bureau,Art,0,"Sanford Pens, Easy-Erase",316.4,7,78.4
839,MX-2015-109155,2015,12,24,2015,12,29,Tarif normal,LC-17440,Lara Cantú,Entreprise,Ciudad Juárez,Chihuahua,Mexique,LATAM - Nord,OFF-BI-10003397,Fournitures de bureau,Classeurs,0,"Avery 3-Hole Punch, Economy",774.2,7,224
840,SV-2018-136560,2018,4,23,2018,4,26,Prioritaire,PN-20005,Pedro Nino,Grand public,Antiguo Cuscatlán,La Libertad,Le Salvador,LATAM - Centre,TEC-PH-10002296,Produits technologiques,Téléphones,0,"Nokia Headset, Full Size",2226.4,2,88.8
841,MX-2017-112620,2017,9,2,2017,9,6,Tarif normal,DR-13615,Domingo Rivero,Grand public,Ciudad de México,Distrito Federal,Mexique,LATAM - Nord,FUR-CH-10003355,Mobilier,Chaises,0,"Harbour Creations Chairmat, Adjustable",598.8,6,40.8
842,AR-2016-148383,2016,12,28,2017,1,1,J+2,KV-17155,Karim Valdés,Grand public,Mendoza,Mendoza,Argentine,LATAM - Sud,TEC-CO-10002962,Produits technologiques,Photocopieurs,0.4,"Sharp Wireless Fax, Color",462.24,3,-123.36
843,HN-2016-161795,2016,9,26,2016,10,2,Tarif normal,VC-21715,Violeta Cruz,Bureau à domicile,Tegucigalpa,Francisco Morazán,Honduras,LATAM - Centre,OFF-EN-10003669,Fournitures de bureau,Enveloppes,0.4,"Jiffy Mailers, Security-Tint",256.68,3,38.28
844,CU-2018-135608,2018,10,15,2018,10,22,Tarif normal,MA-18250,Mafalda Alvarado,Entreprise,Guantánamo,Guantánamo,Cuba,LATAM - Caraïbes,OFF-SU-10001633,Fournitures de bureau,Fournitures,0,"Stiletto Letter Opener, Easy Grip",2031.4,7,893.2
845,CL-2016-115693,2016,8,23,2016,8,26,J+2,AE-11200,Anya Espinoza,Grand public,Puente Alto,Santiago,Chili,LATAM - Sud,TEC-AC-10002204,Produits technologiques,Accessoires,0,"Belkin Flash Drive, Erganomic",3459,5,1072
846,CL-2016-115693,2016,8,23,2016,8,26,J+2,AE-11200,Anya Espinoza,Grand public,Puente Alto,Santiago,Chili,LATAM - Sud,OFF-BI-10003650,Fournitures de bureau,Classeurs,0,"Ibico Index Tab, Clear",102,1,0
847,CL-2016-115693,2016,8,23,2016,8,26,J+2,AE-11200,Anya Espinoza,Grand public,Puente Alto,Santiago,Chili,LATAM - Sud,OFF-EN-10000476,Fournitures de bureau,Enveloppes,0,"Kraft Clasp Envelope, Recycled",52,1,19.6
849,CL-2016-115693,2016,8,23,2016,8,26,J+2,AE-11200,Anya Espinoza,Grand public,Puente Alto,Santiago,Chili,LATAM - Sud,OFF-SU-10002653,Fournitures de bureau,Fournitures,0,"Kleencut Letter Opener, High Speed",877.6,2,114
850,CU-2016-131254,2016,12,5,2016,12,9,Tarif normal,HD-15790,Herminio Díaz,Grand public,Santiago de Cuba,Santiago de Cuba,Cuba,LATAM - Caraïbes,OFF-EN-10001202,Fournitures de bureau,Enveloppes,0,"Kraft Clasp Envelope, with clear poly window",648.8,2,214
851,CU-2016-131254,2016,12,5,2016,12,9,Tarif normal,HD-15790,Herminio Díaz,Grand public,Santiago de Cuba,Santiago de Cuba,Cuba,LATAM - Caraïbes,TEC-AC-10001942,Produits technologiques,Accessoires,0,"Memorex Flash Drive, Programmable",987,5,483
852,CU-2016-131254,2016,12,5,2016,12,9,Tarif normal,HD-15790,Herminio Díaz,Grand public,Santiago de Cuba,Santiago de Cuba,Cuba,LATAM - Caraïbes,TEC-PH-10004450,Produits technologiques,Téléphones,0,"Cisco Office Telephone, Full Size",5561,5,222
853,MX-2018-101119,2018,9,26,2018,9,30,Tarif normal,HD-15790,Herminio Díaz,Grand public,Celaya,Guanajuato,Mexique,LATAM - Nord,TEC-PH-10000292,Produits technologiques,Téléphones,0.002,"Samsung Office Telephone, Full Size",1732.13,1,465.1288
854,MX-2016-105172,2016,9,8,2016,9,13,Tarif normal,ER-14485,Eulalia Rolón,Entreprise,Tijuana,Basse-Californie,Mexique,LATAM - Nord,OFF-AR-10003829,Fournitures de bureau,Art,0,"Stanley Markers, Fluorescent",320,4,99.2
855,MX-2016-112844,2016,4,11,2016,4,13,J+2,VV-21550,Victoria Valdivia,Bureau à domicile,Zapopan,Jalisco,Mexique,LATAM - Nord,TEC-AC-10003533,Produits technologiques,Accessoires,0,"SanDisk Mouse, Bluetooth",1405.2,3,27.6
856,MX-2018-155915,2018,12,6,2018,12,10,Tarif normal,MC-18880,Miguel Curiel,Grand public,Gómez Palacio,Durango,Mexique,LATAM - Nord,OFF-AR-10004986,Fournitures de bureau,Art,0,"Boston Pens, Easy-Erase",430,5,163
857,MX-2018-155915,2018,12,6,2018,12,10,Tarif normal,MC-18880,Miguel Curiel,Grand public,Gómez Palacio,Durango,Mexique,LATAM - Nord,FUR-TA-10003899,Mobilier,Tables,0,"Barricks Round Table, with Bottom Storage",266.4,6,44.4
858,MX-2018-155915,2018,12,6,2018,12,10,Tarif normal,MC-18880,Miguel Curiel,Grand public,Gómez Palacio,Durango,Mexique,LATAM - Nord,OFF-SU-10002379,Fournitures de bureau,Fournitures,0.2,"Fiskars Letter Opener, High Speed",319.04,1,71.64
859,MX-2018-155915,2018,12,6,2018,12,10,Tarif normal,MC-18880,Miguel Curiel,Grand public,Gómez Palacio,Durango,Mexique,LATAM - Nord,FUR-FU-10001063,Mobilier,Meubles,0,"Eldon Light Bulb, Black",588,4,158.4
860,MX-2018-155915,2018,12,6,2018,12,10,Tarif normal,MC-18880,Miguel Curiel,Grand public,Gómez Palacio,Durango,Mexique,LATAM - Nord,OFF-AR-10002805,Fournitures de bureau,Art,0,"Boston Sketch Pad, Blue",438,6,165.6
861,DO-2018-151085,2018,9,3,2018,9,3,Le même jour,AB-10885,Ana Borrego,Grand public,Santiago de los Caballeros,Santiago,République dominicaine,LATAM - Caraïbes,OFF-AR-10004825,Fournitures de bureau,Art,0.2,"BIC Canvas, Fluorescent",406.56,7,64.96
862,DO-2018-151085,2018,9,3,2018,9,3,Le même jour,AB-10885,Ana Borrego,Grand public,Santiago de los Caballeros,Santiago,République dominicaine,LATAM - Caraïbes,OFF-BI-10001723,Fournitures de bureau,Classeurs,0.2,"Avery Binder, Clear",112.96,2,-15.84
863,BR-2016-135433,2016,9,6,2016,9,11,Tarif normal,CB-12730,Claudio Bañuelos,Grand public,Pindamonhangaba,São Paulo,Brésil,LATAM - Sud,OFF-ST-10002271,Fournitures de bureau,Stockage,0,"Rogers Shelving, Wire Frame",337.2,2,3.2
864,BR-2016-135433,2016,9,6,2016,9,11,Tarif normal,CB-12730,Claudio Bañuelos,Grand public,Pindamonhangaba,São Paulo,Brésil,LATAM - Sud,TEC-PH-10004583,Produits technologiques,Téléphones,0,"Motorola Smart Phone, Cordless",4108,5,698
865,BR-2016-135433,2016,9,6,2016,9,11,Tarif normal,CB-12730,Claudio Bañuelos,Grand public,Pindamonhangaba,São Paulo,Brésil,LATAM - Sud,OFF-LA-10001618,Fournitures de bureau,Étiquettes,0,"Hon Legal Exhibit Labels, Adjustable",751.8,3,345.6
866,NI-2015-140809,2015,5,14,2015,5,14,Le même jour,AT-11500,Aniceto Toledo,Grand public,Managua,Managua,Nicaragua,LATAM - Centre,OFF-AP-10003210,Fournitures de bureau,Électroménager,0,"Cuisinart Toaster, White",986.4,3,69
867,NI-2015-140809,2015,5,14,2015,5,14,Le même jour,AT-11500,Aniceto Toledo,Grand public,Managua,Managua,Nicaragua,LATAM - Centre,OFF-FA-10000429,Fournitures de bureau,Éléments de fixation,0,"Stockwell Push Pins, Bulk Pack",717,3,28.2
868,NI-2015-140809,2015,5,14,2015,5,14,Le même jour,AT-11500,Aniceto Toledo,Grand public,Managua,Managua,Nicaragua,LATAM - Centre,FUR-BO-10003734,Mobilier,Bibliothèques,0,"Dania Classic Bookcase, Metal",1470.4,4,323.2
869,NI-2015-140809,2015,5,14,2015,5,14,Le même jour,AT-11500,Aniceto Toledo,Grand public,Managua,Managua,Nicaragua,LATAM - Centre,TEC-AC-10000929,Produits technologiques,Accessoires,0,"Belkin Mouse, Bluetooth",5401,5,540
870,SV-2018-125927,2018,9,9,2018,9,14,Tarif normal,TA-21175,Teodora Atencio,Entreprise,Cojutepeque,Cuscatlán,Le Salvador,LATAM - Centre,FUR-FU-10002919,Mobilier,Meubles,0,"Rubbermaid Frame, Erganomic",296,2,59.2
